Compound,Compound_ID,Accepted,Adducts,Formula,Score,Fragmentation_Score,Mass_Error_ppm,Isotope_Similarity,Theoretical_Isotope_Distribution,Link,Description,Neutral_mass_Da,mz,Charge,Retention_time_min,Reason_of_identification,Number_of_identifications,Maximum_score,Second_highest_score,HYG_001,HYG_002,HYG_003,HYG_004,HYG_005,HYG_006,HYG_008,HYG_009,HYG_010,HYG_011,HYG_012,HYG_013,HYG_014,HYG_015,HYG_016,HYG_017,HYG_018,HYG_019,HYG_020,HYG_021,HYG_022,HYG_023,HYG_024,HYG_025,HYG_026,HYG_027,HYG_028,HYG_029,HYG_030,HYG_031,HYG_032,HYG_033,HYG_034,HYG_035,HYG_036,HYG_037,HYG_038,HYG_039,HYG_040,HYG_041,HYG_042,HYG_043,HYG_044,HYG_045,HYG_046,HYG_047,HYG_048,HYG_049,HYG_050,HYG_051,HYG_052,HYG_053,HYG_054,HYG_055,HYG_056,HYG_057,HYG_058,HYG_059,HYG_060,HYG_061
8.93_165.9791m/z,HMDB0030524,*,M-H,C7H5NS2,36.8,1.53,0.482190267,83.24433125,100 - 9.6 - 9.45 - 0.805 - 0.277,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030524,2(3H)-Benzothiazolethione,NA,165.9791453,1,8.931183333,Only identification found,1,36.8,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5418828,0,0,0,0,0,0,0,0,0,0,63.52380466,0,0,0,0,0,0,0,104.0021968,0,29.26274824,507.9412622,0,0,0
8.92_660.8446m/z,HMDB0250369,*,M-H,C22H14Cl2I2N2O2,30.2,0,-0.470037952,51.39508097,100 - 24.8 - 67.3 - 16.2 - 12.4 - 2.74 - 0.358,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0250369,Closantel,NA,660.8445916,1,8.919766667,Only identification found,1,30.2,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92_532.2129m/z,HMDB0244655,*,M+Cl,C29H31N5O3,38.3,0,1.639278042,93.30150619,100 - 33.7 - 6.11 - 0.786,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0244655,"2'-Methyl-4'-(5-methyl-(1,2,4)-oxadiazol-3-yl)biphenyl-4-carboxylic acid (4-methoxy-3-(4-methylpiperazin-1-yl)phenyl)amide",NA,532.2129063,1,8.915966667,Only identification found,1,38.3,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.10_448.9345m/z,HMDB0256321,*,M-H,C7HF15O3S,37.7,2.23,2.324859415,88.83842513,100 - 8.5 - 5.45 - 0.407,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0256321,Perfluoroheptanesulfonic acid,NA,448.9344578,1,9.09855,Maximum score by at least 10 points,2,37.7,25.7,8229.809495,437.5875798,708.858656,626.4302213,921.9469206,0,4953.466782,1482.857137,3389.795399,68.43929469,882.8172737,0,0,0,1123.519584,2605.484185,0,2046.799402,1346.335509,0,505.851352,1611.324835,2109.046342,0,2943.00215,994.0167392,525.0258731,0,4154.882077,0,1036.893068,1605.807301,580.0415589,100.507455,0,0,628.5111741,1389.845328,1201.949696,0,4492.971266,1505.804628,447.9210607,3624.624718,2715.152124,4282.219091,3209.613053,1272.708134,855.6202498,1390.77508,0,0,0,0,0,0,0,804.4799437,2151.348206,0
9.10_449.3594m/z,HMDB0251940,*,2M-H,C12H23N3O,38.3,4.78,-3.463844543,90.83737395,100 - 14.4 - 1.17,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0251940,Esaprazole,NA,449.3593883,1,9.09855,Only identification found,1,38.3,38.3,0.471687065,0.051673823,32.8690524,4.136158431,5.463131307,2.157218006,0.90935205,20.00201039,23.79705241,108.2006194,36.81916186,2.952031101,14.58444118,2.875878363,0.091770225,3.067459533,0.766202523,0.100105514,0,19.393037,6.04327518,4.104742334,0.064844435,1.076496856,0.859596091,0.007520803,0.015441937,0,9.649153685,0,43.03322897,0.063896217,3.028234484,0,7.582874895,57.06905372,0.009368687,0.055189754,0.005260772,2.688213898,70.1599985,41.52985954,38.2991943,1.73206655,0.166233959,0.039397987,0.801012721,0,22.92140662,67.56062264,0,84.87918648,0.023774951,8.351327807,0,2.177381136,14.67178751,0.233186003,51.24628522,36.95618689
9.11_443.3047m/z,HMDB0241980,*,M+Cl,C24H44N2O3,37.4,0.189,0.153474584,87.07815601,100 - 27.3 - 4.2 - 0.47,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0241980,N-Linoleoyl Lysine,NA,443.3046572,1,9.106166667,Only identification found,1,37.4,37.4,248.8514488,56.94222809,1509.919106,198.7530802,7152.122596,1039.727454,213.5396071,989.0075664,2371.75417,1169.753298,16674.36709,10.10075378,420.2026987,330.5920426,159.2007833,2239.331424,10612.61869,2839.441373,122.3639123,428.6667336,2522.5461,695.875553,317.6985017,1294.241531,418.6142316,206.3718922,299.361408,3.855353308,719.6202409,64.04288749,1897.506844,122.4144759,2171.579384,51.40991626,226.7604906,4547.266323,1505.331168,1513.061733,1.271795021,277.4050899,1747.651427,1229.842311,525.5359528,202.3873459,851.9740536,2255.148217,698.0160225,1363.11268,2807.966614,969.5156143,218.6165321,1054.840098,195.7577889,393.3508497,228.231746,1412.465372,698.4166376,193.7481257,615.1950548,757.357538
9.11_784.9965m/z,HMDB0251126,*,2M-H,C14H17ClNO4PS2,34.7,0,-1.534696357,75.46295734,100 - 17.5 - 43.3 - 7.3 - 4.07 - 0.609 - 0.154,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0251126,Dialifor,NA,784.996546,1,9.109966667,Only identification found,1,34.7,34.7,0,0,0,0,0,861.3762086,0,0,0,0,0,20.54238892,188.6056577,20822.39657,0,0,648.3715153,14962.14242,0,10719.05254,0,0,0,12107.12768,27737.73122,0,0,53.86621746,11130.87514,42.56602989,21835.64877,0,7080.137793,0,107.6036964,83.14347237,0,14355.34607,0,11349.34764,0,0,0,0,0,0,0,0,6217.009086,9837.267996,14.2330281,242.5131531,186.7805858,11050.82908,75.50479126,19200.74105,7784.280465,0,0,6901.369149
9.11_799.1475m/z,HMDB0038294,*,M+Hac-H,C33H34O23,32.7,0,-2.031858707,66.08346614,100 - 37 - 11.4 - 2.52 - 0.485,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0038294,Apigenin 7-[glucuronyl-(1->2)-glucuronide] 4'-glucuronide,NA,799.1474656,1,9.109966667,Only identification found,1,32.7,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,978.48215,0,0,0,1095.977142,0,173.0745457,0,0,0,286.0357615,2769.564156,0,0,0,375.6048274,0,2088.947343,0,61.98573101,0,0,0,0,881.3417969,0,195.0053537,0,0,0,0,0,0,0,0,10.99212646,320.947998,0,0,0,177.5157499,0,912.1814123,50.47540697,0,0,0
9.11_815.0064m/z,HMDB0034022,*,2M-H,C16H12N2O7S2,34.3,0,-4.335549652,76.60303489,100 - 20 - 12.4 - 2.14 - 0.576,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0034022,6-Hydroxy-5-[(4-sulfophenyl)azo]-2-naphthalenesulfonic acid,NA,815.0063711,1,9.113766667,Only identification found,1,34.3,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.1142019,0,0,0,0,0,0,521.6890675,0,0,0,158.6393796,0,473.7545532,0,51.57872788,0,0,0,0,166.7373018,0,0,0,0,0,0,0,0,0,0,43.58934689,204.1889116,0,0,0,0,0,0,0,0,0,0
9.11_524.0428m/z,HMDB0259779,*,M+Cl,C23H18ClF2N3O3S,30.6,0,1.738635314,55.06758275,100 - 27.1 - 40.6 - 10.3 - 3.01 - 0.555,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0259779,Vemurafenib,NA,524.0427982,1,9.109966667,Only identification found,1,30.6,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.08_447.2361m/z,HMDB0245885,*,M-H,C20H36N2O9,35.1,0,2.812131271,78.98981132,100 - 23.1 - 4.4 - 0.606,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0245885,3-Hydroxy-3-methylglutarylcarnitine,NA,447.2360648,1,9.083333333,Only identification found,1,35.1,35.1,87.54873425,45.41641403,98.83182658,78.78862553,110.0602939,194.4275522,0,159.1777917,82.21830381,1.132687296,134.4734229,103.128195,65.82873234,49.80004974,11.45845032,180.3164146,273.0610818,33.21412748,12.31442261,88.66775829,30.12453157,12.78355384,24.92276001,591.0450955,0,45.26861587,11.38264465,31.6642576,3.688560179,101.5852094,14.10009617,0,0,0,74.02163328,403.95531,9.328857422,11.44191027,0,184.2098018,23.75599809,39.71171992,11.24669565,51.25683077,46.18508749,500.1903569,115.6422914,94.55412205,3.711086959,30.17427322,0.474072812,184.6260612,128.0226733,144.2118286,188.529085,115.7098239,150.6437185,0,14.49854213,15.4782021
9.08_526.2256m/z,HMDB0034229,*,M-H,C20H37N3O13,35.6,0.0916,0.493359343,78.67973055,100 - 23.6 - 5.35 - 0.824 - 0.114,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0034229,Hygromycin B,NA,526.2256219,1,9.083333333,Only identification found,1,35.6,35.6,197.2972697,0,74.9848938,23.65425018,129.64483,39.83642578,0,107.0032334,69.41317797,49.66543579,142.0434085,0,30.52780151,0,38.32562256,117.8494263,104.7705295,50.93248405,10.91464233,0,84.71072435,10.86978149,0,54.53732324,0,40.20877075,0,0,39.35641479,0,32.50616455,0,0,0,0,87.09283447,0,0,0,0,80.42651367,43.17855835,85.61242628,56.87905884,56.43942261,217.9862243,10.32247925,27.89447021,39.9710083,45.70422363,0,70.12898002,16.28448486,32.93075562,0,9.950134277,23.01361132,0,23.83456421,0
9.08_532.2136m/z,HMDB0244655,*,M+Cl,C29H31N5O3,38.2,0,3.076184449,94.56857202,100 - 33.7 - 6.11 - 0.786,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0244655,"2'-Methyl-4'-(5-methyl-(1,2,4)-oxadiazol-3-yl)biphenyl-4-carboxylic acid (4-methoxy-3-(4-methylpiperazin-1-yl)phenyl)amide",NA,532.2136208,1,9.083333333,Only identification found,1,38.2,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.11_1037.2433m/z,HMDB0001413,*,2M+Hac-H,C14H27N4O11P2+,37.1,0,-0.869772511,86.53778321,100 - 17.3 - 3.68 - 0.464,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0001413,Citicoline,NA,1037.243312,1,9.113766667,Only identification found,1,37.1,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,252.9782252,0,0,0,2776.987733,0,165.583516,0,0,0,546.2310358,426.0124014,0,0,0,251.4360356,0,1147.277674,0,668.4566035,0,0,0,0,1253.637134,0,171.5659911,0,0,0,0,0,0,0,0,867.1180346,333.6435025,0,0,0,341.0421205,0,660.9340713,202.6151193,0,0,59.82983398
9.13_723.6269m/z,HMDB0038380,*,2M-H,C24H42O2,38.1,4.28,-3.890084009,90.78704072,100 - 26.5 - 3.79 - 0.383,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0038380,Triton X 100,NA,723.6268658,1,9.125183333,Only identification found,1,38.1,38.1,0,0,0,0,0,1431.794915,0,0,0,0,0,0,84.96143429,15.72879076,0,0,2141.66458,0,0,66.31872569,0,0,0,946.2686358,0,0,0,17.48630899,0,71.63580008,0,0,0,0,87.62856833,1094.002591,0,0,0,39.95509568,0,0,0,0,0,14.99523878,0,0,0,0,0,403.9573535,43.29914761,137.9325013,238.9633952,259.6671447,88.01625731,0,0,0
9.13_781.5275m/z,HMDB0290375,*,M+Cl,C40H79N2O8P,42.3,27,0.903355108,85.71707479,100 - 45.2 - 11.6 - 2.18 - 0.327,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0290375,"SM(d17:1/18:1(12Z)-2OH(9,10))",NA,781.5274798,1,9.128983333,Only identification found,1,42.3,42.3,0,0,0,0,0,594.1810384,0,0,0,0,0,0,0,0,0,0,441.9668784,0,0,0,0,0,0,11.42778447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.8656503,0,0,0,0,0,66.63177395,0,0,0,0,0,0,0,0
9.12_165.9790m/z,HMDB0030524,*,M-H,C7H5NS2,39.3,1.65,-0.179892477,94.86372178,100 - 9.6 - 9.45 - 0.805 - 0.277,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030524,2(3H)-Benzothiazolethione,NA,165.9790347,1,9.121383333,Only identification found,1,39.3,39.3,55.49434361,0,0,0,0,0,0,12.97135331,0,0,0,0,0,0,12.91631519,0,0,0,14.08222961,0,0,0,0,0,0,0,0,0,9.142070981,0,169.8522848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8558963,14.16819763,0,0,36.19730005,0,0,0,0,0,0,0,0,0,0
9.12_526.2252m/z,HMDB0034229,*,M-H,C20H37N3O13,38.2,0,-0.279782428,91.48125357,100 - 23.6 - 5.35 - 0.824 - 0.114,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0034229,Hygromycin B,NA,526.2252143,1,9.121383333,Only identification found,1,38.2,38.2,57.59534286,0,0,0,408.7912537,10.76660156,0,55.33028546,180.7353506,0,1007.641875,0,0,0,0,212.8964377,750.6482718,307.7991824,0,0,159.421968,0,0,56.34196913,0,0,0,0,0,0,32.32767974,0,94.56216574,0,0,516.3354582,57.05793783,57.94531976,0,0,0,0,0,0,197.2307434,679.9888027,17.73581114,343.6238612,126.5696411,0,0,0.001138027,0,0,0,0,0,0,0,0
9.13_440.1909m/z,HMDB0249983,*,M-H2O-H,C25H33NO5S,34.6,0.142,1.808016606,74.82122793,100 - 28.8 - 9.54 - 1.91 - 0.306,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0249983,"2-[(1S,2S,4R)-2-Hydroxy-7,7-dimethyl-1-(spiro[indene-1,4'-piperidine]-1'-ylsulfonylmethyl)-2-bicyclo[2.2.1]heptanyl]acetic acid",NA,440.1909333,1,9.125183333,Only identification found,1,34.6,34.6,12.11682129,0,0,0,24.7621688,91.14518617,0,11.88088022,9.354415655,0,61.6034643,0,0,0,0,13.78663635,143.4698379,11.62864685,0,0,0,0,0,218.3229402,0,0,0,0,0,0,0,0,0,0,0,97.40296936,8.273696899,0,0,0,0,0,0,0,57.58164207,210.9354085,11.97245673,52.93534477,0,0,0,0,7.524108887,17.15383911,7.808609009,10.50471497,7.711730719,0,0,0
9.03_464.2561m/z,HMDB0242022,*,M+Cl,C26H39NO4,34.4,1.22,-2.775862934,74.29848188,100 - 29.1 - 4.9 - 0.606,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0242022,N-Docosahexaenoyl Threonine,NA,464.2561184,1,9.026283333,Only identification found,1,34.4,34.4,0,0,0,0,0,0,0,0,0,0,0,1.837105724,0,0.811110301,0,0,0,0,0,0,0,0,0,0,0,0,0,7.263885498,0,0,0,0,0,0,0,1.543967024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.376586,0,0,0,0,3.373570291,0,0,0
9.04_437.1318m/z,HMDB0259885,*,2M-H,C7H13N3O3S,36.5,0,8.134740676,91.38044598,100 - 9.73 - 5.56 - 0.475,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0259885,Oxamyl,NA,437.1318123,1,9.037683333,Only identification found,1,36.5,36.5,0,0,0,0,0,188.7189956,27.97660058,0,0,0,0,0,0,103.5644999,0,0,271.9519022,0,0,8.931152344,0,0,0,113.3883693,8.955688477,33.83941603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.48736572,0,0,0,202.6848135,0,142.3246139,0,32.19549561,0,8.534484625,11.07397413,30.62644386,0,0
9.03_564.3460m/z,HMDB0250171,*,M+Cl,C32H51NO5,39.3,3.94,-0.185124438,92.85827275,100 - 35.8 - 7.23 - 1.06 - 0.125,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0250171,Cholesterol glutamate,NA,564.346027,1,9.030083333,Only identification found,1,39.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4883649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.02_731.5364m/z,HMDB0290279,*,M-H,C39H77N2O8P,38.2,13.6,2.633998133,80.69099071,100 - 44.1 - 11.1 - 2.05 - 0.304,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0290279,"SM(d16:1/18:1(12Z)-2OH(9,10))",NA,731.5364071,1,9.022466667,Only identification found,1,38.2,38.2,22.26718973,0,0,0,0,0,195.5020896,0,0,8.222029118,0.002713733,0,0,0,0,0,0,0,6.990277217,0,8.203713143,0,0,0,0,0,0,0,0,0,0,133.08945,0,0,0,0,0,0,0,0,0,0,0,0,20.0955344,0,0,0,0,0,0,0,0,0,0,0,0,113.5854482,0,0
9.01_685.3980m/z,HMDB0252643,*,2M+Hac-H,C17H23N5O,37.3,0,5.769720746,93.18134552,100 - 20.5 - 2.21 - 0.166,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0252643,Gardiquimod,NA,685.3979858,1,9.014866667,Only identification found,1,37.3,37.3,0,0,0,0,0,0,0,0,0,0,203.4478248,5.702618654,0,0,0,0,5.662130998,0,0,52.75022594,0,0,0,0,0,0,0,0,0,0,24.15264845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514601323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.02_165.9789m/z,HMDB0030524,*,M-H,C7H5NS2,36.6,0,-1.056287769,84.15144684,100 - 9.6 - 9.45 - 0.805 - 0.277,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030524,2(3H)-Benzothiazolethione,NA,165.9788883,1,9.018666667,Only identification found,1,36.6,36.6,0,0,13.68624828,0,0,43.95502316,0,0,0,0,0,0,0,0,51.79402876,0,0,0,14.93314362,0,0,0,0,0,0,29.35341644,10.62547773,0,0,0,76.50957489,0,0,0,0,0,0,0,0,0,13.45675659,0,0,0,0,29.67381689,0,0,0,0,0,0,0,0,0,65.24573295,0,0,0,0
9.05_382.2221m/z,HMDB0303208,*,M+Cl,C15H33N5O4,26.2,0.323,-1.658514174,32.78486209,100 - 18.6 - 2.46 - 0.243,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0303208,"Carrageenan, potassium salt of",NA,382.2220799,1,9.0453,Only identification found,1,26.2,26.2,193.4661251,46.90422058,300.7707428,90.90978956,459.9615305,78.66261268,204.1664276,280.0659637,116.1005152,475.726532,592.9529305,19.10658264,42.14979553,114.5963893,94.37120056,258.1577451,177.8051901,150.4186864,54.86509705,197.8198468,149.6093318,329.6107681,121.697083,206.2651245,190.6688685,299.1047526,66.33087182,6.166229248,136.550812,13.22866821,453.8244879,40.31040955,156.7374115,141.1878352,45.49974036,254.9895234,108.8565369,77.37004089,10.9969635,36.3287173,493.5961978,434.2250381,446.4403977,200.0843987,181.8405607,397.8713354,111.8457927,221.2457733,81.55953023,199.0999603,21.22747779,163.0584869,9.030502081,111.2295074,54.86964417,58.58639526,159.8957534,403.273025,259.2733009,209.9034576
9.07_757.5128m/z,HMDB0290370,*,M-H,C40H75N2O9P,36,0.577,-1.202611109,80.993637,100 - 45.2 - 11.8 - 2.27 - 0.35,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0290370,SM(d17:1/5-iso PGF2VI),NA,757.51283,1,9.068116667,Only identification found,1,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.08_333.2043m/z,HMDB0304369,*,2M-H,C10H15O2-,37.9,0,-8.36082919,98.63084493,100 - 11.1 - 0.965,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0304369,geranate,NA,333.2043387,1,9.079533333,Only identification found,1,37.9,37.9,2964.312939,2155.166098,2608.720157,4136.000056,1558.253291,1166.4536,1573.193659,1307.161555,534.5899327,3565.661158,5624.80436,925.8225039,1847.012093,547.9773795,752.993925,1500.40423,1775.910915,1543.322643,1550.342816,1563.186026,2331.653859,2051.25577,1217.150221,1182.948535,2077.139419,1665.353106,1074.431647,125.4374847,2739.780219,499.7163856,1176.912938,1231.334972,1999.786777,2076.465112,1931.597041,1273.787099,571.3594464,1036.219771,820.0070488,556.862505,886.937547,1130.133135,4289.08114,1901.914413,2937.063642,2408.764548,2675.196331,2628.98413,698.3698761,771.7738661,1365.158059,318.0962867,926.7446301,1626.122957,1617.9537,1799.558266,1834.177353,871.76059,1228.32124,2009.881848
9.08_283.1361m/z,HMDB0244561,*,M+Hac-H,C17H18N2O2,36.2,0,-2.621875666,84.01941465,100 - 19.4 - 2.19 - 0.182,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0244561,3-(2-(Benzoxazol-2-yl)ethyl)-5-ethyl-6-methylpyridin-2(1H)-one,NA,283.1360881,1,9.075733333,Only identification found,1,36.2,36.2,3634.417884,3063.451633,2318.671394,1828.196515,1964.10289,6.843645515,4060.893311,4061.390604,765.2039023,2362.690852,791.1171262,242.0279122,0,0,777.9260081,8839.566634,69.19428005,66.3888875,118.7790877,15.62221907,323.0428065,3312.096864,266.147356,1.839097358,9.018963247,92.79181456,486.0066862,229.1222687,0,47.88143221,0,3622.408668,0,255.8309027,46.76210533,106.0713297,883.8686345,0,37.13972199,0.367118904,4922.79553,2526.481128,5622.117065,945.8265443,9014.804361,1195.184596,2082.26166,887.3271879,0,11.86863708,140.6238589,213.7597309,97.21671168,0,0,0,105.4986494,67.68419647,114.2825545,24.1399898
9.06_413.2355m/z,HMDB0061178,*,M+Hac-H,C24H32N2O4,37.3,1.65,-1.657774078,86.92707098,100 - 27.2 - 4.38 - 0.522,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0061178,Trandolapril-d5 Diketopiperazine,NA,413.2355241,1,9.056716667,Only identification found,1,37.3,37.3,0,0,39.58967698,0,47.63609125,4.33676458,0,5.758906423,15.92959749,97.57247516,105.0058864,34.38409475,13.74245464,12.45596373,0,0,52.25384617,0,0,33.63906604,11.8022641,0,0,0,0,0,0,674.685843,1.473985129,0,34.56083675,0,5.054358613,0,5.174907919,118.8273763,2.858887732,0,0,8.216915281,67.84708997,31.3630678,24.97899248,0.371155149,0,15.70425307,0,15.13931274,4.462110057,61.57369514,0,35.22886542,0,55.78298498,0,23.39484156,29.7748337,0,20.60077723,65.03887053
4.61_428.9941m/z,HMDB0060712,*,2M-H,C8H7Cl2N3,30.1,1.15,-4.705877926,54.82579337,100 - 9.83 - 64.4 - 6.29 - 10.5 - 1.01,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0060712,"2-Amino-5,6-dichloro-3,4,-dihydroquinazoline",NA,428.9941053,1,4.60875,Only identification found,1,30.1,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.61_256.9781m/z,HMDB0304903,*,M-H,C9H6O7S-2,37.1,4.64,7.503758836,89.19925742,100 - 10.9 - 6.49 - 0.627 - 0.123,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0304903,Caffeic acid sulfate,NA,256.9780829,1,4.612566667,Only identification found,1,37.1,37.1,13.44135314,14.4650116,0,0,0,0,82.40883587,0,0,0,11.77397881,0,0,177.5672349,0,0,169.0093436,138.6931553,0,65.15810593,0,13.97799825,0,0,0,0,0,119.4779496,0,0,0,0,0,0,0,0,0,0,11.66725049,72.92962506,69.60477224,0,41.9526185,0,0,0,0,0,0,56.05918774,0,0,0,0,49.93764926,0,0,0,0,0
4.62_546.1701m/z,HMDB0251704,*,M-H,C24H30ClN7O4S,40.6,7.96,1.042742933,96.27289998,100 - 29.8 - 41.6 - 11.5 - 3.39 - 0.663 - 0.102,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0251704,Edoxaban,NA,546.1701453,1,4.623966667,Only identification found,1,40.6,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.82301173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.62_649.4896m/z,HMDB0254436,*,M+Hac-H,C46H64O2,31.7,0,-1.64450927,60.23743381,100 - 50.6 - 12.9 - 2.23 - 0.291,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0254436,Menaquinone-7,NA,649.4895648,1,4.623966667,Only identification found,1,31.7,31.7,251.4686317,158.5643767,0,0,0,0,0,233.1793992,0,144.88277,0,0,0,0,0,0,0,0,94.45467323,0,0,0,0,0,0,22.21128186,0,0,0,0,0,0,0,0,0,0,0,14.84848022,0,0,0,0,628.7681756,0,0,42.02759544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.60_482.0558m/z,HMDB0256242,*,M-H,C16H14F5N5O5S,36.8,0,-1.12121001,85.40628926,100 - 20.3 - 7.5 - 1.21 - 0.178,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0256242,Penoxsulam,NA,482.0557626,1,4.60495,Only identification found,1,36.8,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.3638257,0,0,0,0,0,0,0,1.265658654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67466986,0,0,0,0,0,0,0,0,0
4.59_271.9837m/z,HMDB0304535,*,M+Hac-H,C6H8O10P-3,36.8,0,-6.581619099,91.43250796,100 - 6.96 - 2.26 - 0.146,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0304535,alpha-D-glucuronate 1-phosphate,NA,271.9837246,1,4.585933333,Only identification found,1,36.8,36.8,267.9561906,330.9185325,286.5039521,181.2509292,327.4578114,0,265.9539987,290.4090194,283.6243713,271.220584,237.3270785,0.694469125,0,0,226.4130248,297.7600016,0,138.1947853,204.4470288,0,213.4008849,0.098709601,235.2083406,0,188.6044339,272.4763148,188.9936941,0,162.7841567,0,100.3653602,310.7184731,75.770811,270.8785696,0.013956505,58.0194251,223.6733592,154.8364495,207.1399851,0,338.839882,321.1419636,6.745912455,256.3912464,214.4559225,242.6141109,284.5046885,240.8405079,150.094901,49.91088202,195.2232412,0,0,0,0,0,0,88.32356081,177.0898304,0
